,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1454296,2017-06-08 08:40:52,2017-06-08 08:49:23,511.595,10th & Florida Ave NW,Thomas Circle,Subscriber
655479,2017-04-01 11:40:51,2017-04-01 12:38:28,3457.078,17th St & Independence Ave SW,Jefferson Memorial,Customer
1098030,2017-05-09 04:28:37,2017-05-09 04:47:05,1108.136,Columbia & Ontario Rd NW,Florida Ave & R St NW,Subscriber
867061,2017-04-18 04:41:14,2017-04-18 04:47:47,392.93699999999995,19th St & Pennsylvania Ave NW,25th St & Pennsylvania Ave NW,Customer
237102,2017-02-09 08:07:00,2017-02-09 08:12:00,289.515,11th & M St NW,Metro Center / 12th & G St NW,Subscriber
1636614,2017-06-22 09:51:23,2017-06-22 10:00:03,519.184,10th & U St NW,New Hampshire Ave & T St NW,Subscriber
1710038,2017-06-28 02:52:59,2017-06-28 03:17:28,1469.134,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Lincoln Memorial,Customer
980495,2017-04-28 08:53:27,2017-04-28 09:02:03,515.826,Lamont & Mt Pleasant NW,Calvert St & Woodley Pl NW,Subscriber
1033542,2017-05-02 08:37:31,2017-05-02 08:41:16,224.81400000000002,17th & Corcoran St NW,14th & Rhode Island Ave NW,Subscriber
1494138,2017-06-11 08:08:01,2017-06-11 08:16:21,499.79,11th & M St NW,Convention Center / 7th & M St NW,Subscriber
1572004,2017-06-17 08:58:17,2017-06-17 09:05:29,432.55800000000005,14th & Belmont St NW,New Jersey Ave & R St NW,Customer
1100098,2017-05-09 05:51:47,2017-05-09 06:15:49,1441.941,14th & D St NW / Ronald Reagan Building,Columbia Rd & Belmont St NW,Subscriber
1174973,2017-05-16 08:01:38,2017-05-16 08:26:25,1486.609,Henry Bacon Dr & Lincoln Memorial Circle NW,New Jersey Ave & R St NW,Subscriber
350368,2017-02-23 13:06:00,2017-02-23 13:20:00,822.99,Lincoln Memorial,Georgetown Harbor / 30th St NW,Customer
1229939,2017-05-20 11:03:16,2017-05-20 11:12:06,530.044,8th & F St NW,8th & O St NW,Subscriber
1536506,2017-06-14 11:44:21,2017-06-14 11:59:49,927.4760000000001,8th & F St NW,1st & H St NW,Customer
1287988,2017-05-26 06:27:31,2017-05-26 08:16:24,6533.143,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Washington & Independence Ave SW/HHS,Customer
1514478,2017-06-13 05:26:02,2017-06-13 05:44:46,1123.7,4th & C St SW,10th & E St NW,Customer
653818,2017-04-01 09:49:23,2017-04-01 09:53:15,231.44299999999998,D St & Maryland Ave NE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
1667802,2017-06-25 02:30:21,2017-06-25 03:10:44,2422.994,New York Ave & 15th St NW,10th & U St NW,Customer
547886,2017-03-21 20:07:00,2017-03-21 20:15:00,495.105,River Rd & Landy Ln,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Subscriber
614408,2017-03-28 16:43:00,2017-03-28 16:51:00,487.63300000000004,21st & M St NW,20th & E St NW,Subscriber
1285029,2017-05-26 04:09:09,2017-05-26 04:45:50,2200.91,Eastern Market / 7th & North Carolina Ave SE,Jefferson Dr & 14th St SW,Customer
1193776,2017-05-18 02:57:02,2017-05-18 03:05:01,479.44599999999997,North Capitol St & G Pl NE,5th & K St NW,Subscriber
273125,2017-02-15 06:03:00,2017-02-15 06:13:00,588.091,Columbus Circle / Union Station,3rd & Tingey St SE,Subscriber
692733,2017-04-04 10:38:30,2017-04-04 10:48:46,616.039,Metro Center / 12th & G St NW,14th & R St NW,Subscriber
1141472,2017-05-14 01:27:08,2017-05-14 01:29:44,156.05,New Hampshire Ave & T St NW,15th & W St NW,Subscriber
1025158,2017-05-02 03:37:25,2017-05-02 03:48:01,636.477,USDA / 12th & Independence Ave SW,Columbus Circle / Union Station,Subscriber
1263914,2017-05-24 02:20:44,2017-05-24 02:27:28,404.353,Metro Center / 12th & G St NW,North Capitol St & F St NW,Subscriber
403791,2017-03-01 09:41:00,2017-03-01 09:50:00,562.134,Georgetown Harbor / 30th St NW,Lynn & 19th St North,Subscriber
460771,2017-03-08 18:19:00,2017-03-08 18:28:00,543.552,Thomas Circle,5th & F St NW,Subscriber
883824,2017-04-19 07:07:27,2017-04-19 07:32:45,1518.118,Bladensburg Rd & Benning Rd NE,Massachusetts Ave & Dupont Circle NW,Subscriber
209984,2017-02-06 09:50:00,2017-02-06 10:06:00,952.2130000000001,15th St & Massachusetts Ave SE,1st & D St SE,Subscriber
1416119,2017-06-05 09:53:11,2017-06-05 09:56:31,199.96900000000002,D St & Maryland Ave NE,2nd St & Massachusetts Ave NE,Subscriber
797683,2017-04-13 05:46:57,2017-04-13 06:07:47,1250.063,3rd & Tingey St SE,13th St & New York Ave NW,Subscriber
626352,2017-03-29 16:11:00,2017-03-29 16:20:00,532.523,16th & K St NW,18th & R St NW,Subscriber
29799,2017-01-07 17:00:00,2017-01-07 17:08:00,470.519,37th & O St NW / Georgetown University,22nd & P ST NW,Subscriber
440075,2017-03-06 16:46:00,2017-03-06 17:05:00,1128.415,10th & G St NW,18th St & Wyoming Ave NW,Subscriber
1261100,2017-05-23 09:20:29,2017-05-23 09:26:32,363.35,Columbia Rd & Belmont St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1452258,2017-06-08 07:46:43,2017-06-08 08:03:56,1032.244,Benning Branch Library,Oklahoma Ave & D St NE,Subscriber
1525648,2017-06-14 03:54:16,2017-06-14 04:10:12,956.0110000000001,13th & D St NE,3rd & Tingey St SE,Subscriber
1590725,2017-06-19 06:14:41,2017-06-19 06:21:39,417.705,1st & K St SE,4th St & Madison Dr NW,Subscriber
1146439,2017-05-14 05:30:29,2017-05-14 05:44:44,855.275,North Capitol St & G Pl NE,12th St & Pennsylvania Ave SE,Subscriber
17375,2017-01-05 07:48:00,2017-01-05 07:57:00,557.997,18th & R St NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
34961,2017-01-09 17:02:00,2017-01-09 17:11:00,571.173,Independence Ave & L'Enfant Plaza SW/DOE,Columbus Circle / Union Station,Subscriber
81942,2017-01-17 17:33:00,2017-01-17 17:41:00,479.99199999999996,19th St & Constitution Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
762918,2017-04-10 12:51:25,2017-04-10 01:02:39,674.1419999999999,23rd & Crystal Dr,28th St S & S Meade St,Subscriber
1329632,2017-05-29 12:42:14,2017-05-29 01:06:50,1475.8470000000002,10th St & Constitution Ave NW,Metro Center / 12th & G St NW,Customer
1736709,2017-06-29 11:33:00,2017-06-29 12:11:56,2336.5370000000003,23rd & E St NW ,4th St & Madison Dr NW,Customer
1618164,2017-06-21 07:09:09,2017-06-21 07:16:46,456.92199999999997,Maine Ave & 7th St SW,Washington & Independence Ave SW/HHS,Subscriber
592769,2017-03-26 11:15:00,2017-03-26 11:39:00,1403.569,New Hampshire Ave & 24th St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1678906,2017-06-25 12:37:42,2017-06-25 12:50:40,777.582,10th & U St NW,20th & O St NW / Dupont South,Customer
892414,2017-04-20 04:35:05,2017-04-20 04:40:31,326.309,Columbus Circle / Union Station,6th & K St NE,Subscriber
754696,2017-04-10 06:04:17,2017-04-10 06:16:07,710.357,L'Enfant Plaza / 7th & C St SW,Maryland Ave & E St NE,Subscriber
1635714,2017-06-22 09:04:55,2017-06-22 09:11:37,402.551,5th & K St NW,13th St & New York Ave NW,Subscriber
1710278,2017-06-28 03:16:37,2017-06-28 03:23:51,433.551,3rd & Tingey St SE,4th & E St SW,Subscriber
51327,2017-01-12 08:36:00,2017-01-12 08:54:00,1131.484,14th & Harvard St NW,Jefferson Dr & 14th St SW,Subscriber
878311,2017-04-19 01:31:49,2017-04-19 01:35:30,221.6,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Subscriber
369364,2017-02-24 20:07:00,2017-02-24 20:45:00,2319.492,22nd & I St NW / Foggy Bottom,Lincoln Memorial,Customer
480570,2017-03-10 18:19:00,2017-03-10 18:40:00,1260.126,4th St & Madison Dr NW,Convention Center / 7th & M St NW,Customer
549575,2017-03-22 07:20:00,2017-03-22 07:37:00,1011.37,Calvert & Biltmore St NW,10th & K St NW,Subscriber
735087,2017-04-09 01:35:25,2017-04-09 01:39:16,230.46099999999998,Lynn & 19th St North,Lynn & 19th St North,Subscriber
395835,2017-02-28 08:55:00,2017-02-28 08:59:00,272.034,Massachusetts Ave & Dupont Circle NW,17th & Corcoran St NW,Subscriber
1346918,2017-05-31 07:44:19,2017-05-31 07:51:27,427.717,15th & W St NW,17th & K St NW / Farragut Square,Subscriber
172521,2017-01-31 17:53:00,2017-01-31 17:57:00,229.956,California St & Florida Ave NW,Adams Mill & Columbia Rd NW,Subscriber
974278,2017-04-28 05:12:21,2017-04-28 05:26:42,860.704,New York Ave & 15th St NW,Lincoln Memorial,Subscriber
873291,2017-04-18 07:55:52,2017-04-18 08:07:06,673.992,8th & O St NW,Columbus Circle / Union Station,Subscriber
746559,2017-04-09 11:03:15,2017-04-09 11:06:34,198.94799999999998,10th & G St NW,5th St & Massachusetts Ave NW,Subscriber
256934,2017-02-12 15:08:00,2017-02-12 15:25:00,1045.759,1st & O St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
879538,2017-04-19 03:48:56,2017-04-19 03:54:35,339.161,19th & E Street NW,Jefferson Dr & 14th St SW,Subscriber
768704,2017-04-11 06:05:54,2017-04-11 06:12:34,399.26199999999994,10th & E St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1430885,2017-06-06 11:54:14,2017-06-06 12:00:27,373.332,Madison & N Henry St,Saint Asaph & Madison St,Subscriber
1565255,2017-06-17 02:26:11,2017-06-17 02:56:06,1795.589,Wilson Blvd & N Edgewood St,Lynn & 19th St North,Customer
1671070,2017-06-25 05:20:14,2017-06-25 05:43:38,1404.085,12th & L St NW,Lynn & 19th St North,Subscriber
1126523,2017-05-12 02:45:43,2017-05-12 02:57:45,722.5269999999999,17th St & Independence Ave SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
979682,2017-04-28 08:27:15,2017-04-28 08:29:55,159.58100000000002,13th & D St NE,13th & H St NE,Subscriber
1550382,2017-06-15 11:48:31,2017-06-15 11:56:48,496.70099999999996,19th & K St NW,14th & G St NW,Subscriber
1456769,2017-06-08 10:54:18,2017-06-08 11:07:47,809.309,18th St & Wyoming Ave NW,7th & R St NW / Shaw Library,Subscriber
98975,2017-01-20 05:02:00,2017-01-20 05:14:00,681.2760000000001,3rd & Elm St NW,7th & F St NW/Portrait Gallery,Subscriber
1643370,2017-06-23 05:55:30,2017-06-23 06:38:06,2556.415,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
167683,2017-01-31 07:39:00,2017-01-31 07:45:00,353.324,Maryland & Independence Ave SW,Constitution Ave & 2nd St NW/DOL,Subscriber
352418,2017-02-23 16:30:00,2017-02-23 16:47:00,970.773,North Capitol St & F St NW,4th & E St SW,Subscriber
1246389,2017-05-22 05:11:56,2017-05-22 05:21:23,566.121,Ballston Metro / N Stuart & 9th St N,Wilson Blvd & N Illinois St ,Subscriber
306234,2017-02-19 10:38:00,2017-02-19 10:52:00,838.048,Metro Center / 12th & G St NW,4th & M St SW,Subscriber
1329786,2017-05-29 12:48:44,2017-05-29 01:15:10,1585.5439999999999,12th & U St NW,8th & H St NW,Customer
1123375,2017-05-11 07:07:45,2017-05-11 07:24:21,995.684,Eastern Market / 7th & North Carolina Ave SE,Jefferson Memorial,Subscriber
975495,2017-04-28 05:55:53,2017-04-28 05:59:05,191.97299999999998,11th & O St NW,15th & P St NW,Subscriber
641323,2017-03-30 19:15:00,2017-03-30 19:39:00,1424.164,Washington Blvd & 10th St N,22nd & I St NW / Foggy Bottom,Subscriber
1304297,2017-05-27 10:36:55,2017-05-27 11:12:34,2139.702,17th St & Massachusetts Ave NW,M St & Pennsylvania Ave NW,Customer
968792,2017-04-27 10:42:41,2017-04-27 10:57:10,869.084,21st St & Constitution Ave NW,10th St & Constitution Ave NW,Customer
591584,2017-03-26 07:38:00,2017-03-26 08:37:00,3542.7459999999996,Wisconsin Ave & Newark St NW,Potomac & Pennsylvania Ave SE,Subscriber
452846,2017-03-08 07:24:00,2017-03-08 07:33:00,564.2869999999999,15th & P St NW,22nd & I St NW / Foggy Bottom,Subscriber
179509,2017-02-01 16:44:00,2017-02-01 16:52:00,469.89300000000003,Maryland Ave & E St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
913553,2017-04-21 10:37:16,2017-04-21 10:47:56,640.3,19th & G St NW,14th & Rhode Island Ave NW,Subscriber
1412196,2017-06-05 07:04:02,2017-06-05 07:15:58,715.493,8th & F St NE,4th & D St NW / Judiciary Square,Subscriber
1173386,2017-05-16 07:15:05,2017-05-16 07:26:00,654.909,Ballston Metro / N Stuart & 9th St N,Wilson Blvd & Franklin Rd,Subscriber
27819,2017-01-06 19:12:00,2017-01-06 19:22:00,580.915,New Hampshire Ave & T St NW,New Hampshire Ave & T St NW,Subscriber
1683437,2017-06-26 05:24:05,2017-06-26 05:52:23,1698.3,New Hampshire Ave & 24th St NW,20th & Crystal Dr,Subscriber
55695,2017-01-12 17:34:00,2017-01-12 17:50:00,956.066,20th St & Virginia Ave NW,7th & F St NW/Portrait Gallery,Subscriber
1074161,2017-05-06 11:26:35,2017-05-06 11:38:56,740.689,8th & H St NW,L'Enfant Plaza / 7th & C St SW,Customer
215602,2017-02-06 21:21:00,2017-02-06 21:33:00,729.178,8th & D St NW,3rd & D St SE,Subscriber
548615,2017-03-21 21:50:00,2017-03-21 21:58:00,454.82800000000003,14th & L St NW,Convention Center / 7th & M St NW,Subscriber
1665832,2017-06-25 01:01:05,2017-06-25 01:27:58,1613.068,21st & M St NW,4th & M St SW,Subscriber
260590,2017-02-13 08:45:00,2017-02-13 09:05:00,1254.861,Fort Totten Metro,M St & Delaware Ave NE,Subscriber
588922,2017-03-25 19:05:00,2017-03-25 19:10:00,315.394,George Mason Dr & Wilson Blvd,Ballston Metro / N Stuart & 9th St N,Subscriber
871738,2017-04-18 07:08:54,2017-04-18 07:15:24,390.275,3rd & H St NE,Maryland Ave & E St NE,Subscriber
634035,2017-03-30 08:26:00,2017-03-30 08:34:00,486.32800000000003,11th & H St NE,3rd St & Pennsylvania Ave SE,Subscriber
1249352,2017-05-22 07:25:07,2017-05-22 07:40:22,914.5060000000001,19th & L St NW,1st & O St NW,Subscriber
586565,2017-03-25 17:05:00,2017-03-25 17:10:00,278.85900000000004,17th & Corcoran St NW,18th St & Wyoming Ave NW,Subscriber
1245783,2017-05-22 04:45:22,2017-05-22 04:53:23,481.202,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,Subscriber
1730643,2017-06-29 07:15:37,2017-06-29 07:24:01,504.099,14th & V St NW,14th & G St NW,Subscriber
1651048,2017-06-23 12:25:32,2017-06-23 12:47:06,1294.001,5th & F St NW,16th & Irving St NW,Subscriber
1664687,2017-06-24 12:08:26,2017-06-24 12:18:12,586.836,14th & V St NW,14th & Girard St NW,Subscriber
184433,2017-02-02 08:17:00,2017-02-02 08:26:00,551.04,California St & Florida Ave NW,17th & K St NW,Subscriber
641080,2017-03-30 18:55:00,2017-03-30 18:59:00,250.291,Eastern Market Metro / Pennsylvania Ave & 7th St SE,8th & East Capitol St NE,Subscriber
830380,2017-04-15 05:04:39,2017-04-15 05:27:32,1373.026,M St & Pennsylvania Ave NW,14th & V St NW,Customer
233968,2017-02-08 18:13:00,2017-02-08 18:22:00,519.399,1st & M St NE,5th & K St NW,Subscriber
492910,2017-03-13 09:00:00,2017-03-13 09:16:00,927.692,M St & Pennsylvania Ave NW,14th St & New York Ave NW,Subscriber
337328,2017-02-22 07:58:00,2017-02-22 08:16:00,1096.421,Thomas Circle,C & O Canal & Wisconsin Ave NW,Subscriber
1064159,2017-05-05 05:04:09,2017-05-05 05:12:11,482.577,14th & G St NW,14th & Rhode Island Ave NW,Subscriber
804543,2017-04-13 09:15:52,2017-04-13 09:19:13,201.45,King St & Patrick St,King St Metro North / Cameron St,Subscriber
36431,2017-01-09 20:03:00,2017-01-09 20:06:00,165.93200000000002,14th & Harvard St NW,14th & Irving St NW,Subscriber
521794,2017-03-18 17:28:00,2017-03-18 18:17:00,2932.775,8th & D St NW,C & O Canal & Wisconsin Ave NW,Customer
584681,2017-03-25 15:49:00,2017-03-25 16:31:00,2535.928,17th St & Independence Ave SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1715919,2017-06-28 07:02:42,2017-06-28 07:06:50,248.049,N Quincy St & Glebe Rd,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
929431,2017-04-23 11:45:30,2017-04-23 03:01:50,11780.743,17th & G St NW,L'Enfant Plaza / 7th & C St SW,Customer
215023,2017-02-06 19:41:00,2017-02-06 20:08:00,1605.4260000000002,10th & K St NW,24th & R St NE / National Arboretum,Subscriber
1336708,2017-05-30 07:40:23,2017-05-30 07:53:57,814.535,10th & U St NW,17th & G St NW,Subscriber
575774,2017-03-25 08:53:00,2017-03-25 09:01:00,434.958,10th & K St NW,14th & R St NW,Subscriber
1035353,2017-05-02 10:15:35,2017-05-02 10:27:38,722.9889999999999,20th & O St NW / Dupont South,Potomac & M St NW,Customer
1741431,2017-06-30 05:13:17,2017-06-30 05:31:32,1094.769,17th St & Massachusetts Ave NW,21st St N & N Pierce St,Customer
1279189,2017-05-25 08:02:31,2017-05-25 08:06:20,229.03400000000002,11th & S St NW,15th & P St NW,Subscriber
625740,2017-03-29 15:25:00,2017-03-29 16:01:00,2120.232,31st & Water St NW,4th St & Madison Dr NW,Customer
167576,2017-01-31 07:28:00,2017-01-31 07:47:00,1192.587,Eastern Market Metro / Pennsylvania Ave & 7th St SE,US Dept of State / Virginia Ave & 21st St NW,Subscriber
595805,2017-03-26 16:18:00,2017-03-26 16:21:00,188.00099999999998,Commerce St & Fayette St,King St Metro North / Cameron St,Subscriber
514727,2017-03-17 21:14:00,2017-03-17 21:23:00,553.17,14th & Irving St NW,18th & R St NW,Subscriber
131410,2017-01-25 15:47:00,2017-01-25 16:04:00,1035.894,1st & M St NE,L'Enfant Plaza / 7th & C St SW,Customer
295466,2017-02-18 10:57:00,2017-02-18 11:00:00,222.88299999999998,Virginia Square Metro / N Monroe St & 9th St N,Washington Blvd & 10th St N,Subscriber
1732516,2017-06-29 08:06:54,2017-06-29 08:17:28,633.503,20th & O St NW / Dupont South,23rd & E St NW ,Subscriber
1413932,2017-06-05 08:05:56,2017-06-05 08:21:00,904.172,1st & M St NE,6th St & Indiana Ave NW,Subscriber
902898,2017-04-21 02:06:42,2017-04-21 02:14:25,463.281,New Hampshire Ave & 24th St NW,34th & Water St NW,Customer
1455762,2017-06-08 09:43:47,2017-06-08 10:09:16,1528.81,22nd & I St NW / Foggy Bottom,1st & K St SE,Subscriber
418401,2017-03-03 06:18:00,2017-03-03 06:29:00,646.087,Washington & Independence Ave SW/HHS,5th St & Massachusetts Ave NW,Subscriber
503464,2017-03-16 08:19:00,2017-03-16 08:30:00,662.3839999999999,1st & K St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1701660,2017-06-27 07:29:54,2017-06-27 07:43:45,830.8489999999999,Monroe Ave & Leslie Ave,Madison & Fairfax St,Subscriber
105024,2017-01-21 08:33:00,2017-01-21 08:43:00,570.149,New Hampshire Ave & 24th St NW,Thomas Circle,Subscriber
1245448,2017-05-22 04:23:38,2017-05-22 04:31:44,485.596,Eastern Market / 7th & North Carolina Ave SE,2nd St & Massachusetts Ave NE,Subscriber
600477,2017-03-27 11:39:00,2017-03-27 11:46:00,392.42900000000003,3rd & D St SE,3rd & H St NE,Subscriber
393528,2017-02-28 06:31:00,2017-02-28 06:33:00,146.733,Eckington Pl & Q St NE,M St & Delaware Ave NE,Subscriber
987374,2017-04-29 03:13:03,2017-04-29 03:36:04,1381.289,15th & Crystal Dr,Jefferson Dr & 14th St SW,Customer
989958,2017-04-29 05:22:09,2017-04-29 05:39:42,1052.652,Eckington Pl & Q St NE,14th & Irving St NW,Subscriber
1265103,2017-05-24 04:23:16,2017-05-24 04:31:39,503.168,Eastern Market / 7th & North Carolina Ave SE,11th & H St NE,Subscriber
799236,2017-04-13 06:34:51,2017-04-13 06:42:59,487.92199999999997,15th & East Capitol St NE,3rd & G St SE,Subscriber
1331029,2017-05-30 02:57:10,2017-05-30 03:07:24,614.274,Constitution Ave & 2nd St NW/DOL,10th St & Constitution Ave NW,Customer
1356606,2017-06-01 05:38:16,2017-06-01 05:51:00,763.3439999999999,Anacostia Metro,Pennsylvania & Minnesota Ave SE,Subscriber
1605432,2017-06-20 07:43:46,2017-06-20 08:02:16,1110.151,Kennedy Center,4th & E St SW,Subscriber
1011776,2017-04-30 12:23:55,2017-04-30 12:32:35,519.523,Columbia Rd & Belmont St NW,12th & U St NW,Subscriber
1249944,2017-05-22 08:02:32,2017-05-22 08:15:28,775.762,18th & C St NW,5th & K St NW,Subscriber
792748,2017-04-13 01:21:45,2017-04-13 02:04:51,2586.361,21st St & Pennsylvania Ave NW,Ward Circle / American University,Customer
547697,2017-03-21 19:49:00,2017-03-21 19:51:00,121.99799999999999,Court House Metro / 15th & N Uhle St ,15th & N Scott St,Subscriber
649822,2017-04-01 04:10:43,2017-04-01 04:35:53,1509.6689999999999,Potomac Ave & Main Line Blvd,Long Bridge Park/Long Bridge Dr & 6th St S,Subscriber
1316197,2017-05-28 12:05:45,2017-05-28 12:11:01,315.843,Lincoln Park / 13th & East Capitol St NE ,D St & Maryland Ave NE,Subscriber
512049,2017-03-17 16:25:00,2017-03-17 16:34:00,514.794,S Joyce & Army Navy Dr,23rd & Eads St,Subscriber
1554225,2017-06-16 04:55:54,2017-06-16 07:01:42,7548.303000000001,USDA / 12th & Independence Ave SW,Jefferson Memorial,Customer
1398937,2017-06-04 05:23:06,2017-06-04 05:33:47,641.451,Court House Metro / 15th & N Uhle St ,Ballston Metro / N Stuart & 9th St N,Subscriber
324126,2017-02-20 16:21:00,2017-02-20 16:35:00,837.4169999999999,Georgia Ave and Fairmont St NW,John McCormack Dr & Michigan Ave NE,Subscriber
1179281,2017-05-16 11:53:50,2017-05-16 01:09:40,4550.51,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
39959,2017-01-10 16:31:00,2017-01-10 16:43:00,687.165,Potomac Ave & 8th St SE,2nd St & Massachusetts Ave NE,Subscriber
1364580,2017-06-01 10:40:17,2017-06-01 10:56:29,971.768,19th & E Street NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1215614,2017-05-19 09:35:26,2017-05-19 09:48:39,793.6460000000001,Potomac Greens Dr & Slaters Ln,Commerce St & Fayette St,Subscriber
449734,2017-03-07 17:00:00,2017-03-07 17:06:00,323.363,11th & Kenyon St NW,16th & Harvard St NW,Subscriber
46815,2017-01-11 16:32:00,2017-01-11 16:37:00,332.13300000000004,10th St & L'Enfant Plaza SW,4th & E St SW,Subscriber
499516,2017-03-15 06:53:00,2017-03-15 06:56:00,216.238,14th & Rhode Island Ave NW,15th & K St NW,Subscriber
1239455,2017-05-21 08:30:35,2017-05-21 08:49:02,1106.8,6th & H St NE,3rd & G St SE,Subscriber
1494212,2017-06-11 08:12:41,2017-06-11 08:24:43,722.368,New Jersey Ave & R St NW,16th & Harvard St NW,Subscriber
133489,2017-01-25 18:02:00,2017-01-25 18:13:00,703.325,18th & M St NW,3rd & H St NW,Subscriber
1014023,2017-05-01 03:34:30,2017-05-01 03:39:11,280.04,5th & K St NW,1st & H St NW,Subscriber
267695,2017-02-14 09:17:00,2017-02-14 09:30:00,819.9639999999999,20th St & Florida Ave NW,18th & M St NW,Subscriber
917556,2017-04-22 07:57:26,2017-04-22 08:01:22,235.957,39th & Calvert St NW / Stoddert,34th St & Wisconsin Ave NW,Subscriber
644435,2017-03-31 16:54:00,2017-03-31 17:05:00,687.2260000000001,12th & L St NW,18th St & Wyoming Ave NW,Subscriber
1694480,2017-06-27 02:04:29,2017-06-27 02:29:40,1511.612,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,Customer
418610,2017-03-03 07:12:00,2017-03-03 07:25:00,783.471,New Jersey Ave & L St NW,Washington & Independence Ave SW/HHS,Subscriber
1559053,2017-06-16 08:03:15,2017-06-16 08:16:54,819.404,15th & F St NE,5th & F St NW,Subscriber
1561041,2017-06-16 09:19:35,2017-06-16 09:24:08,273.302,Philadelphia & Maple Ave,Takoma Metro,Subscriber
759728,2017-04-10 09:00:22,2017-04-10 09:06:40,377.94699999999995,4th & D St NW / Judiciary Square,Washington & Independence Ave SW/HHS,Subscriber
1148185,2017-05-14 07:16:52,2017-05-14 07:27:02,610.498,15th & W St NW,20th & E St NW,Subscriber
337018,2017-02-22 07:38:00,2017-02-22 08:35:00,3445.907,17th & K St NW / Farragut Square,16th & K St NW,Customer
370523,2017-02-25 00:12:00,2017-02-25 00:17:00,350.939,Calvert & Biltmore St NW,18th St & Wyoming Ave NW,Subscriber
652613,2017-04-01 07:42:36,2017-04-01 07:55:41,785.168,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,39th & Veazey St NW,Subscriber
1213279,2017-05-19 08:06:40,2017-05-19 08:11:01,260.802,California St & Florida Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
405147,2017-03-01 13:35:00,2017-03-01 13:56:00,1232.866,18th & M St NW,1st & M St NE,Subscriber
1485753,2017-06-10 11:52:21,2017-06-10 11:57:15,294.768,15th & P St NW,14th & V St NW,Customer
518273,2017-03-18 13:51:00,2017-03-18 14:11:00,1223.3239999999998,New Hampshire Ave & 24th St NW,34th & Water St NW,Customer
1347373,2017-05-31 07:56:38,2017-05-31 08:33:10,2191.782,Columbia Pike & S Courthouse Rd,North Capitol St & G Pl NE,Subscriber
995635,2017-04-29 10:40:05,2017-04-29 11:28:54,2928.336,15th & W St NW,Crystal City Metro / 18th & Bell St,Subscriber
1120005,2017-05-10 10:21:28,2017-05-10 11:21:05,3577.243,15th & K St NW,Lynn & 19th St North,Customer
1145966,2017-05-14 05:03:11,2017-05-14 05:30:32,1641.067,Henry Bacon Dr & Lincoln Memorial Circle NW,31st & Water St NW,Customer
27130,2017-01-06 17:49:00,2017-01-06 17:54:00,331.353,Washington Blvd & 10th St N,Arlington Blvd & Fillmore St,Subscriber
1607167,2017-06-20 08:29:34,2017-06-20 09:42:53,4399.866,1st & N St  SE,Iwo Jima Memorial/N Meade & 14th St N,Customer
70567,2017-01-15 13:13:00,2017-01-15 13:37:00,1425.432,Henry St & Pendleton St,Mount Vernon Ave & Bruce St,Subscriber
1182417,2017-05-17 04:59:35,2017-05-17 05:27:56,1700.8829999999998,17th St & Independence Ave SW,16th & K St NW,Subscriber
572694,2017-03-24 18:19:00,2017-03-24 18:33:00,838.49,Thomas Circle,15th & Euclid St  NW,Customer
1503901,2017-06-12 06:14:36,2017-06-12 06:24:04,567.399,19th & G St NW,Metro Center / 12th & G St NW,Subscriber
625698,2017-03-29 15:22:00,2017-03-29 15:25:00,145.91299999999998,20th & Crystal Dr,27th & Crystal Dr,Subscriber
1580533,2017-06-18 05:03:21,2017-06-18 05:06:56,214.575,Adams Mill & Columbia Rd NW,Columbia & Ontario Rd NW,Subscriber
919413,2017-04-22 11:30:35,2017-04-22 11:33:20,164.175,Columbus Circle / Union Station,3rd & H St NE,Subscriber
911308,2017-04-21 08:38:25,2017-04-21 08:56:05,1059.6589999999999,Park Rd & Holmead Pl NW,7th & T St NW,Subscriber
